League ID,League Name,League Abbreviation,League Location,Association Name,Association Location
190,"MN - District 10","MN10","Near East Central Minnesota","[2023-24]","https://myhockeyrankings.com/league-info?l=190&y=2023"
190,"MN - District 10","MN10","Near East Central Minnesota","[2022-23]","https://myhockeyrankings.com/league-info?l=190&y=2022"
190,"MN - District 10","MN10","Near East Central Minnesota","[2021-22]","https://myhockeyrankings.com/league-info?l=190&y=2021"
190,"MN - District 10","MN10","Near East Central Minnesota","[2020-21]","https://myhockeyrankings.com/league-info?l=190&y=2020"
191,"MN - District 11","MN11","Northeastern Minnesota","Cloquet Lumberjacks","Cloquet, MN"
191,"MN - District 11","MN11","Northeastern Minnesota","Duluth Denfeld Hunters","Duluth, MN"
191,"MN - District 11","MN11","Northeastern Minnesota","Duluth East Greyhounds","Duluth, MN"
191,"MN - District 11","MN11","Northeastern Minnesota","Duluth Icebreakers","Duluth, MN"
191,"MN - District 11","MN11","Northeastern Minnesota","Hermantown Hawks","Hermantown, MN"
191,"MN - District 11","MN11","Northeastern Minnesota","Moose Lake Rebels","Moose Lake, MN"
191,"MN - District 11","MN11","Northeastern Minnesota","North Shore Storm","Silver Bay, MN"
191,"MN - District 11","MN11","Northeastern Minnesota","Proctor Rails","Proctor, MN"
191,"MN - District 11","MN11","Northeastern Minnesota","Superior Spartans","Superior, WI"
191,"MN - District 11","MN11","Northeastern Minnesota","Twig Blackhawks
- Two Harbors Agates","Two Harbors, MN"
191,"MN - District 11","MN11","Northeastern Minnesota","[2025-26]","https://myhockeyrankings.com/league-info?l=191&y=2025"
191,"MN - District 11","MN11","Northeastern Minnesota","[2024-25]","https://myhockeyrankings.com/league-info?l=191&y=2024"
191,"MN - District 11","MN11","Northeastern Minnesota","[2023-24]","https://myhockeyrankings.com/league-info?l=191&y=2023"
191,"MN - District 11","MN11","Northeastern Minnesota","[2022-23]","https://myhockeyrankings.com/league-info?l=191&y=2022"
191,"MN - District 11","MN11","Northeastern Minnesota","[2021-22]","https://myhockeyrankings.com/league-info?l=191&y=2021"
191,"MN - District 11","MN11","Northeastern Minnesota","[2020-21]","https://myhockeyrankings.com/league-info?l=191&y=2020"
192,"MN - District 12","MN12","Minnesota Iron Range","Ely Timberwolves","Ely, MN"
192,"MN - District 12","MN12","Minnesota Iron Range","Grand Rapids Thunderhawks","Grand Rapids, MN"
192,"MN - District 12","MN12","Minnesota Iron Range","Greenway Raiders","Nashwauk, MN"
192,"MN - District 12","MN12","Minnesota Iron Range","Hibbing Bluejackets","Hibbing, MN"
192,"MN - District 12","MN12","Minnesota Iron Range","International Falls Broncos","International Falls, MN"
192,"MN - District 12","MN12","Minnesota Iron Range","Mesabi East Giants","Hoyt Lakes, MN"
192,"MN - District 12","MN12","Minnesota Iron Range","Rock Ridge Wolverines","Virginia, MN"
192,"MN - District 12","MN12","Minnesota Iron Range","[2025-26]","https://myhockeyrankings.com/league-info?l=192&y=2025"
192,"MN - District 12","MN12","Minnesota Iron Range","[2024-25]","https://myhockeyrankings.com/league-info?l=192&y=2024"
192,"MN - District 12","MN12","Minnesota Iron Range","[2023-24]","https://myhockeyrankings.com/league-info?l=192&y=2023"
192,"MN - District 12","MN12","Minnesota Iron Range","[2022-23]","https://myhockeyrankings.com/league-info?l=192&y=2022"
192,"MN - District 12","MN12","Minnesota Iron Range","[2021-22]","https://myhockeyrankings.com/league-info?l=192&y=2021"
192,"MN - District 12","MN12","Minnesota Iron Range","[2020-21]","https://myhockeyrankings.com/league-info?l=192&y=2020"
195,"MN - District 15","MN15","Far West Central Minnesota","Alexandria Cardinals","Alexandria, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Brainerd Warriors","Brainerd, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Breckenridge-Wahpeton Blades","Wahpeton, ND"
195,"MN - District 15","MN15","Far West Central Minnesota","Detroit Lakes Lakers","Detroit Lakes, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Fergus Falls Otters","Fergus Falls, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Little Falls Flyers","Little Falls, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Moorhead Spuds","Moorhead, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Morris Benson Area Storm","Benson, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Northern Lakes Lightning","Breezy Point, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Park Rapids Panthers","Park Rapids, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Prairie Centre North Stars","Sauk Centre, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","Wadena Wolverines","Wadena, MN"
195,"MN - District 15","MN15","Far West Central Minnesota","[2025-26]","https://myhockeyrankings.com/league-info?l=195&y=2025"
195,"MN - District 15","MN15","Far West Central Minnesota","[2024-25]","https://myhockeyrankings.com/league-info?l=195&y=2024"
195,"MN - District 15","MN15","Far West Central Minnesota","[2023-24]","https://myhockeyrankings.com/league-info?l=195&y=2023"
195,"MN - District 15","MN15","Far West Central Minnesota","[2022-23]","https://myhockeyrankings.com/league-info?l=195&y=2022"
195,"MN - District 15","MN15","Far West Central Minnesota","[2021-22]","https://myhockeyrankings.com/league-info?l=195&y=2021"
195,"MN - District 15","MN15","Far West Central Minnesota","[2020-21]","https://myhockeyrankings.com/league-info?l=195&y=2020"
196,"MN - District 16","MN16","Northwest Minnesota","Bagley Flyers","Bagley, MN"
196,"MN - District 16","MN16","Northwest Minnesota","Bemidji Lumberjacks","Bemidji, MN"
196,"MN - District 16","MN16","Northwest Minnesota","Crookston Pirates","Crookston, MN"
196,"MN - District 16","MN16","Northwest Minnesota","East Grand Forks","East Grand Forks, MN"
196,"MN - District 16","MN16","Northwest Minnesota","Hallock Bearcats","Hallock, MN"
196,"MN - District 16","MN16","Northwest Minnesota","Lake of the Woods Bears","Baudette, MN"
196,"MN - District 16","MN16","Northwest Minnesota","Red Lake Falls Eagles","Red Lake Falls, MN"
196,"MN - District 16","MN16","Northwest Minnesota","Roseau Rams","Roseau, MN"
196,"MN - District 16","MN16","Northwest Minnesota","Thief River Falls Prowlers","Thief River Falls, MN"
196,"MN - District 16","MN16","Northwest Minnesota","Walker Wolves","Walker, MN"
196,"MN - District 16","MN16","Northwest Minnesota","Warroad Warriors","Warroad, MN"
196,"MN - District 16","MN16","Northwest Minnesota","[2025-26]","https://myhockeyrankings.com/league-info?l=196&y=2025"
196,"MN - District 16","MN16","Northwest Minnesota","[2024-25]","https://myhockeyrankings.com/league-info?l=196&y=2024"
196,"MN - District 16","MN16","Northwest Minnesota","[2023-24]","https://myhockeyrankings.com/league-info?l=196&y=2023"
196,"MN - District 16","MN16","Northwest Minnesota","[2022-23]","https://myhockeyrankings.com/league-info?l=196&y=2022"
196,"MN - District 16","MN16","Northwest Minnesota","[2021-22]","https://myhockeyrankings.com/league-info?l=196&y=2021"
196,"MN - District 16","MN16","Northwest Minnesota","[2020-21]","https://myhockeyrankings.com/league-info?l=196&y=2020"
203,"Greater Toronto Hockey League","GTHL","Toronto","Avenue Road Ducks","Toronto, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Don Mills Flyers","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Duffield Devils","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","East Enders Ticats","Scarborough, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Faustina Toros","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Forest Hill Force","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Goulding Park Rangers","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Greater Toronto Capitals","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Hillcrest Canadiens","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Humber Valley Sharks","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Humberview Huskies","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Leaside Flames","Toronto, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Markham Islanders","Thornhill, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Markham Majors","Thornhill, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Mississauga Beast","Mississauga, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Mississauga Jets","Mississauga, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Mississauga North Stars","Mississauga, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Mississauga Rattlers","Mississauga, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Mississauga Rebels","Mississauga, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Mississauga Senators","Mississauga, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Mississauga Terriers","Mississauga, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","North Toronto","Toronto, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","North York Knights","Toronto, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","North York Rangers","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Scarborough Ice Raiders","Scarborough, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Scarborough Young Bruins","Scarborough, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Streetsville Tigers","Mississauga, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Ted Reeve Thunder","Toronto, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Aces","Scarborough, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Aeros","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Attack","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Avalanche","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Eagles","York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Jr Canadiens","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Marlboros","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Nationals","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Red Wings","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Reps","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Royals","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Shamrocks","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Titans","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto TOP Titans","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Toronto Wolverines","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Vaughan Kings","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Vaughan Panthers","Vaughan, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Vaughan Rangers","Vaughan, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Victoria Village Mustangs","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","West Hill Golden Hawks","Scarborough, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","West Mall Lightning","Etobicoke, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","West Toronto Renegades","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","Willowdale Hawks","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","York Mills Rangers","North York, ON"
203,"Greater Toronto Hockey League","GTHL","Toronto","[2025-26]","https://myhockeyrankings.com/league-info?l=203&y=2025"
203,"Greater Toronto Hockey League","GTHL","Toronto","[2024-25]","https://myhockeyrankings.com/league-info?l=203&y=2024"
203,"Greater Toronto Hockey League","GTHL","Toronto","[2023-24]","https://myhockeyrankings.com/league-info?l=203&y=2023"
203,"Greater Toronto Hockey League","GTHL","Toronto","[2022-23]","https://myhockeyrankings.com/league-info?l=203&y=2022"
203,"Greater Toronto Hockey League","GTHL","Toronto","[2021-22]","https://myhockeyrankings.com/league-info?l=203&y=2021"
203,"Greater Toronto Hockey League","GTHL","Toronto","[2020-21]","https://myhockeyrankings.com/league-info?l=203&y=2020"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Brantford 99ers","Brantford, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Burlington Bulldogs","Burlington, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Burlington Raiders","Burlington, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Cambridge Hawks","Cambridge, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Chatham-Kent Cyclones","Chatham, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Elgin Middlesex Canucks","Komoka, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Huron-Perth Lakers","Stratford, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Kitchener Jr Rangers","Kitchener, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","London Bandits","London, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","London Jr Knights","London, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","London Jr Mustangs","London, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","North London Nationals","London, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Oakridge Aeros","London, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Sarnia Jr Sting","Sarnia, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Sarnia-Lambton Jr Sting","Sarnia, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","St Catharines IceDogs","St Catharines, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","St Thomas Jr Stars","St Thomas, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Stratford Warriors","Stratford, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Sun County Panthers","Essex, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Waterloo Wolves","Waterloo, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","West London Hawks","London, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Windsor Jr Spitfires AAA","Windsor, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","Woodstock Jr Navy Vets","Woodstock, ON"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","[2025-26]","https://myhockeyrankings.com/league-info?l=204&y=2025"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","[2024-25]","https://myhockeyrankings.com/league-info?l=204&y=2024"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","[2023-24]","https://myhockeyrankings.com/league-info?l=204&y=2023"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","[2022-23]","https://myhockeyrankings.com/league-info?l=204&y=2022"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","[2021-22]","https://myhockeyrankings.com/league-info?l=204&y=2021"
204,"Minor Hockey Alliance of Ontario","MHAO","Southwestern Ontario","[2020-21]","https://myhockeyrankings.com/league-info?l=204&y=2020"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Canton Bears","Canton, NY"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","CIHA Voyageurs","Rockland, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Cumberland Jr Grads","Orleans, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Eastern Ontario Cobras","St Isidore, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Eastern Ontario Wild","Casselman, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Gloucester Rangers","Gloucester, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Kanata Blazers","Kanata, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Nepean Raiders","Nepean, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Ontario Hockey Academy","Cornwall, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Ottawa Jr 67's","Gloucester, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Ottawa Myers Automotive","Kanata, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Ottawa Sting","Ottawa, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Ottawa Valley Silver Seven","Kinburn, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Ottawa Valley Titans","Beckwith, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Rideau St Lawrence Kings","Spencerville, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Seaway Valley Rapids","Cornwall, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Upper Canada Cyclones","Kemptville, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","Upper Ottawa Valley Aces","Cobden, ON"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","[2025-26]","https://myhockeyrankings.com/league-info?l=206&y=2025"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","[2024-25]","https://myhockeyrankings.com/league-info?l=206&y=2024"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","[2023-24]","https://myhockeyrankings.com/league-info?l=206&y=2023"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","[2022-23]","https://myhockeyrankings.com/league-info?l=206&y=2022"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","[2021-22]","https://myhockeyrankings.com/league-info?l=206&y=2021"
206,"Hockey Eastern Ontario","HEO","Eastern Ontario","[2020-21]","https://myhockeyrankings.com/league-info?l=206&y=2020"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Ajax Pickering Raiders","Pickering, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Almaguin Ice Devils","South River, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Arran-Elderslie Ice Dogs","Paisley, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Arthur Vipers","Arthur, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Aurora Tigers","Aurora, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Ausable Valley Coyotes","Lucan, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Aylmer Flames","Aylmer, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Ayr Flames","Ayr, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Baltimore Ice Dogs","Baltimore, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Bancroft Jets","Bancroft, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Barrie Colts","Barrie, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Barrie Colts AAA","Barrie, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Beeton Stingers","Beeton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Belle River Jr Canadiens","Belle River, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Belleville Jr Bulls","Belleville, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Belmont Rangers","Belmont, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Blyth-Brussels Crusaders","Blyth, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Bradford Bulldogs","Bradford, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Brampton 45s","Brampton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Brant Battalion","Paris, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Brighton Bolts","Brighton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Brock Wild","Beaverton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Bruce Grey Bulls","Port Elgin, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Bruce Peninsula Predators","Wiarton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Burford Coyotes","Burford, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Burlington Eagles","Burlington, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Caledon Hawks","Caledon East, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Caledonia Thunder","Caledonia, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Campbellford Colts","Campbellford, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Cayuga Stars","Cayuga, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Central Ontario Wolves","Lindsay, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Central Perth Predators","Monkton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Centre Hastings Grizzlies","Madoc, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Centre Wellington Fusion","Elora, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Chatsworth","TCDMHA"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Clarington Toros","Bowmanville, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Clearview Canucks","Stayner, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Colborne Fire Hawks","Colborne, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Coldwater Wildcats","Coldwater, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Collingwood Jr Blues","Collingwood, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Credit River Capitals","Brampton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Delhi Norwich 59ers","Delhi, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Deseronto Bulldogs","Deseronto, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Dorchester Dragons","Dorchester, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Douro Dukes","Douro, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Drayton Defenders","Drayton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Dresden Jr Kings","Dresden, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Dundalk Storm","Dundalk, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Dundas Blues","Hamilton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Dunnville Mudcats","Dunnville, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Durham Crusaders","Whitby, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","East Gwillimbury Eagles","Sharon, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","East Lambton Eagles","Watford, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Elgin Thames 73s","Aylmer, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Elmvale Coyotes","Elmvale, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Embro Edge","Embro, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Ennismore Eagles","Ennismore, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Erin Hillsburgh Devils","Erin, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Essa Eagles","Angus, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Essex Ravens","Essex, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Flamborough Sabres","Carlisle, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Fort Erie Jr Meteors","Fort Erie, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Frontenac Flyers","Godfrey, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Gananoque Islanders","Gananoque, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Georgian Shores Lightning","Meaford, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Georgina Blaze","Keswick, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Glancaster Bombers","Ancaster, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Goderich Sailors","Goderich, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Grand Valley Twisters","Grand Valley, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Grey Bruce Highlanders","Chesley, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Guelph Gryphons","Guelph, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Hagersville Hawks","Hagersville, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Haldimand River Kings","Cayuga, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Halton Hills Thunder","Georgetown, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Halton Hurricanes","Brampton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Hamilton Huskies","Hamilton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Hamilton Steel","Hamilton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Hanover Falcons","Hanover, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Hespeler Shamrocks","Hespeler, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Highland Storm","Haliburton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Honeywood Hurricanes","Honeywood, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Howick Hornets","Gorrie, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Huntsville Otters","Huntsville, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Huron-Bruce Blizzard","Lucknow, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Ilderton Jets","Ilderton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Ingersoll Express","Ingersoll, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Innisfil Winterhawks","Innisfil, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Kawartha Coyotes","Lindsay, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Kent Cobras","Chatham, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Kincardine Kinucks","Kincardine , ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","King Rebellion","Nobleton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Kingston Canadians","Kingston, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Kingston Jr Gaels","Kingston, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Lake Erie North Stars","Amherstburg, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Lakefield Chiefs","Lakefield, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Lambeth Lancers","Lambeth, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Lambton Shores Predators","Forest, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Langton Leafs","Langton, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","LaSalle Sabres","LaSalle, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Lincoln Blades","Beamsville, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Lindsay Muskies","Lindsay, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Listowel Cyclones","Listowel, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","London Jr Mustangs","London, ON"
207,"Ontario Minor Hockey Association","OMHA","Ontario","Loyalist Jets","Amherstview, ON"
